business_id,name,website,review_count,stars,latitude,longitude,address,city,state,postal_code,categories
BBPiBgyMmLX5RzaKCB0AeQ,Llama Inn,https://www.yelp.com/biz/llama-inn-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,499,4.0,40.71672,-73.95051,"['50 Withers St', 'Brooklyn, NY 11211']",Brooklyn,NY,11211,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'bars', 'title': 'Bars'}]"
fNRRmvVKTbEBSaAOcA-3bA,Parkside,https://www.yelp.com/biz/parkside-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,185,4.0,40.655949,-73.959599,"['705 Flatbush Ave', 'Brooklyn, NY 11225']",Brooklyn,NY,11225,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]"
utM-5navObsVA5sCRHobzA,Madre,https://www.yelp.com/biz/madre-brooklyn-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,64,5.0,40.733109999999996,-73.95798,"['214 Franklin St', 'Brooklyn, NY 11222']",Brooklyn,NY,11222,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
NKDLr_aBy5WRX8-JR_SGyQ,Calaca,https://www.yelp.com/biz/calaca-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,184,4.5,40.6834,-73.95655,"['139 Putnam Ave', 'Brooklyn, NY 11238']",Brooklyn,NY,11238,"[{'alias': 'mexican', 'title': 'Mexican'}]"
2N0rmZr3YVSa_sZYTJHxIA,Imani Caribbean Kitchen & Bar,https://www.yelp.com/biz/imani-caribbean-kitchen-and-bar-brooklyn-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,526,4.0,40.6894,-73.97094,"['271 Adelphi St', 'Brooklyn, NY 11205']",Brooklyn,NY,11205,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
0FaLilJs2VN83hOEBcBnPg,Au Za'atar,https://www.yelp.com/biz/au-zaatar-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,937,4.0,40.728901,-73.981185,"['188 Avenue A', 'New York, NY 10009']",New York,NY,10009,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]"
4axlhxyN2bKuRWfnY2IhuQ,Tabaré,https://www.yelp.com/biz/tabar%C3%A9-brooklyn-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,645,4.0,40.713046000000006,-73.958968,"['221 S 1st St', 'Brooklyn, NY 11211']",Brooklyn,NY,11211,"[{'alias': 'latin', 'title': 'Latin American'}]"
oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,https://www.yelp.com/biz/very-fresh-noodles-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1011,4.5,40.74207,-74.00565,"['409 W 15th St', 'New York, NY 10011']",New York,NY,10011,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]"
OCTiJwvjoK81WoDwsTkFvA,Paesano of Mulberry Street,https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,953,4.0,40.718554,-73.997447,"['136 Mulberry St', 'New York, NY 10013']",New York,NY,10013,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]"
TO9IICJjvcg1QhLVnap9fA,Cent'Anni,https://www.yelp.com/biz/centanni-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,435,3.5,40.6730907423467,-73.9573492245369,"['742 Franklin Ave', 'Brooklyn, NY 11238']",Brooklyn,NY,11238,"[{'alias': 'italian', 'title': 'Italian'}]"
jjDsVuD7KbxnYV4jFnyftA,LOVE Korean BBQ,https://www.yelp.com/biz/love-korean-bbq-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,98,4.5,40.747118,-73.985056,"['319 5th Ave', 'New York, NY 10016']",New York,NY,10016,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]"
iexl39DYyy_76Xq3ExaJkQ,Excuse My French,https://www.yelp.com/biz/excuse-my-french-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,290,4.5,40.71844,-73.98980999999999,"['96 Orchard St', 'New York, NY 10002']",New York,NY,10002,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'french', 'title': 'French'}]"
Z3yjBSmuoQbz6olnO_S1tQ,Cheeseboat,https://www.yelp.com/biz/cheeseboat-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,412,4.0,40.71994,-73.95791,"['80 Berry St', 'Brooklyn, NY 11249']",Brooklyn,NY,11249,"[{'alias': 'georgian', 'title': 'Georgian'}]"
TU_BU9HLflYI2xlyqVQdRA,TAO Uptown,https://www.yelp.com/biz/tao-uptown-new-york-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,2602,3.5,40.76269,-73.97147,"['42 E 58th St', 'New York, NY 10022']",New York,NY,10022,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
O1fUmxt3kbV-rnyjBtzAfw,THEP Thai Restaurant,https://www.yelp.com/biz/thep-thai-restaurant-new-york-5?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1220,4.5,40.77078,-73.95727,"['1439 2nd Ave', 'New York, NY 10021']",New York,NY,10021,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
rrL05CECQO4sQXCc5BF90g,Mercado Little Spain,https://www.yelp.com/biz/mercado-little-spain-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,360,3.5,40.752435,-74.001475,"['10 Hudson Yards', 'New York, NY 10001']",New York,NY,10001,"[{'alias': 'spanish', 'title': 'Spanish'}]"
pfmAcS-g6SiNG0KlLvrqnA,Beauty & Essex,https://www.yelp.com/biz/beauty-and-essex-new-york-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,3504,4.0,40.72037,-73.98676999999999,"['146 Essex St', 'New York, NY 10002']",New York,NY,10002,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
5Fz1WlY3lxy8gJFs8s_1Dw,The Binc,https://www.yelp.com/biz/the-binc-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,71,4.5,40.699268200000006,-73.9923109,"['60 Henry St', 'Brooklyn, NY 11201']",Brooklyn,NY,11201,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
iSjPBJRiWqrgxW7ZM3CGig,Birds of a Feather,https://www.yelp.com/biz/birds-of-a-feather-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,362,4.0,40.714420000000004,-73.960441,"['191 Grand St', 'Brooklyn, NY 11211']",Brooklyn,NY,11211,"[{'alias': 'szechuan', 'title': 'Szechuan'}]"
bVkjBJlAIwKAj9Aw1KVWjA,Dim Sum Palace,https://www.yelp.com/biz/dim-sum-palace-new-york-8?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1273,4.0,40.76015,-73.9893699,"['334 W 46th St', 'New York, NY 10036']",New York,NY,10036,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]"
FcHVRbMcYY-D1Glzwo3ofA,MR BAO,https://www.yelp.com/biz/mr-bao-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,49,5.0,40.67719,-73.97981,"['179 5th Ave', 'Brooklyn, NY 11217']",Brooklyn,NY,11217,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,https://www.yelp.com/biz/antica-ristorante-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,502,4.5,40.703935514533796,-74.0121731758117,"['8 Stone St', 'New York, NY 10004']",New York,NY,10004,"[{'alias': 'italian', 'title': 'Italian'}]"
FlZ1zdVEKWv7dwqm8Uw8-w,Raku,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1090,4.5,40.7264988089246,-73.98665260523559,"['342 E 6th St', 'New York, NY 10003']",New York,NY,10003,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]"
B55Ocx5RBWxo6AGSucYSIA,ilili,https://www.yelp.com/biz/ilili-new-york-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,2408,4.0,40.74435,-73.98778,"['236 5th Ave', 'New York, NY 10001']",New York,NY,10001,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
m2Zsy2UAkcDf0cRzk2Yoqw,Madame Vo,https://www.yelp.com/biz/madame-vo-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,811,4.0,40.72925,-73.98612,"['212 E 10th St', 'New York, NY 10003']",New York,NY,10003,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
MTP9i2rqkZf1Tn8-ARTPNA,Guevara's,https://www.yelp.com/biz/guevaras-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,22,5.0,40.688019,-73.96288100000001,"['39 Clifton Pl', 'Brooklyn, NY 11238']",Brooklyn,NY,11238,"[{'alias': 'vegan', 'title': 'Vegan'}]"
xq0cX_DgxiJMXwhmEl9kUA,Café China,https://www.yelp.com/biz/caf%C3%A9-china-new-york-2?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1642,4.0,40.7499225208569,-73.98194641271971,"['13 E 37th St', 'New York, NY 10016']",New York,NY,10016,"[{'alias': 'szechuan', 'title': 'Szechuan'}]"
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,https://www.yelp.com/biz/montesacro-pinseria-brooklyn-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,83,4.5,40.71338,-73.95136,"['432 Union Ave', 'Brooklyn, NY 11211']",Brooklyn,NY,11211,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]"
4XX-zF8h5Lvrr22_tqU6-Q,The River Café,https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1130,4.0,40.703179999999996,-73.99464990000001,"['1 Water St', 'Brooklyn, NY 11201']",Brooklyn,NY,11201,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
hO1T1fG5f5FbvOP2124rpw,Negril BK,https://www.yelp.com/biz/negril-bk-brooklyn?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,618,4.0,40.67501,-73.98163000000001,"['256 5th Ave', 'Brooklyn, NY 11215']",Brooklyn,NY,11215,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
VvsZAnEwU4c8Xkyrzx05Nw,Anytime,https://www.yelp.com/biz/anytime-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,1417,4.5,40.74779,-73.98674,"['23 W 32nd St', 'Fl 3', 'New York, NY 10001']",New York,NY,10001,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
Rj2ACaJcbroJLPDhRhzvBw,Shuka,https://www.yelp.com/biz/shuka-new-york-3?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,493,4.0,40.72707,-74.00283,"['38 MacDougal St', 'New York, NY 10012']",New York,NY,10012,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
zyyT2yiyxxamC-jKc0v-fg,Omar's Kitchen and Rum Bar,https://www.yelp.com/biz/omars-kitchen-and-rum-bar-new-york?adjust_creative=mOvLaDpE4mdRLtHvvM6tbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mOvLaDpE4mdRLtHvvM6tbw,73,4.5,40.720422,-73.984525,"['29A Clinton St', 'New York, NY 10002']",New York,NY,10002,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'bars', 'title': 'Bars'}]"
